image_path	ground_truth	answer	options_list	question	task	image_name	index	cls_description	A	B	C	D	E
36.png	Lower-left	D	['Up', 'Upper-left', 'Down', 'Lower-left', 'Left']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	36.png	0	Medium Difficulty	Up	Upper-left	Down	Lower-left	Left
51.png	Down	A	['Down', 'Lower-left', 'Upper-right', 'Left', 'Up']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	51.png	1	Medium Difficulty	Down	Lower-left	Upper-right	Left	Up
52.png	Down	C	['Upper-right', 'Upper-left', 'Down', 'Right', 'Left']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	52.png	2	Medium Difficulty	Upper-right	Upper-left	Down	Right	Left
101.png	Upper-right	E	['Up', 'Lower-left', 'Upper-left', 'Right', 'Upper-right']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	101.png	3	Medium Difficulty	Up	Lower-left	Upper-left	Right	Upper-right
107.png	Down	E	['Lower-left', 'Right', 'Upper-left', 'Lower-right', 'Down']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	107.png	4	Medium Difficulty	Lower-left	Right	Upper-left	Lower-right	Down
121.png	Up	E	['Upper-right', 'Right', 'Upper-left', 'Lower-right', 'Up']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	121.png	5	Medium Difficulty	Upper-right	Right	Upper-left	Lower-right	Up
132.png	Right	D	['Upper-left', 'Left', 'Upper-right', 'Right', 'Down']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	132.png	6	Medium Difficulty	Upper-left	Left	Upper-right	Right	Down
144.png	Up	B	['Left', 'Up', 'Lower-right', 'Right', 'Upper-right']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	144.png	7	Medium Difficulty	Left	Up	Lower-right	Right	Upper-right
146.png	Upper-right	D	['Upper-left', 'Down', 'Up', 'Upper-right', 'Right']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	146.png	8	Medium Difficulty	Upper-left	Down	Up	Upper-right	Right
184.png	Upper-right	C	['Lower-left', 'Up', 'Upper-right', 'Left', 'Upper-left']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	184.png	9	Medium Difficulty	Lower-left	Up	Upper-right	Left	Upper-left
245.png	Lower-right	E	['Right', 'Left', 'Down', 'Upper-right', 'Lower-right']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	245.png	10	Medium Difficulty	Right	Left	Down	Upper-right	Lower-right
258.png	Upper-right	A	['Upper-right', 'Right', 'Down', 'Up', 'Upper-left']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	258.png	11	Medium Difficulty	Upper-right	Right	Down	Up	Upper-left
262.png	Upper-left	C	['Down', 'Lower-right', 'Upper-left', 'Lower-left', 'Right']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	262.png	12	Medium Difficulty	Down	Lower-right	Upper-left	Lower-left	Right
274.png	Lower-left	E	['Lower-right', 'Upper-left', 'Down', 'Upper-right', 'Lower-left']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	274.png	13	Medium Difficulty	Lower-right	Upper-left	Down	Upper-right	Lower-left
291.png	Upper-right	E	['Lower-left', 'Right', 'Up', 'Lower-right', 'Upper-right']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	291.png	14	Medium Difficulty	Lower-left	Right	Up	Lower-right	Upper-right
298.png	Lower-right	D	['Upper-left', 'Down', 'Left', 'Lower-right', 'Lower-left']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	298.png	15	Medium Difficulty	Upper-left	Down	Left	Lower-right	Lower-left
358.png	Upper-right	B	['Lower-left', 'Upper-right', 'Up', 'Lower-right', 'Down']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	358.png	16	Medium Difficulty	Lower-left	Upper-right	Up	Lower-right	Down
363.png	Lower-right	C	['Left', 'Up', 'Lower-right', 'Upper-left', 'Down']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	363.png	17	Medium Difficulty	Left	Up	Lower-right	Upper-left	Down
382.png	Upper-left	C	['Upper-right', 'Right', 'Upper-left', 'Up', 'Lower-left']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	382.png	18	Medium Difficulty	Upper-right	Right	Upper-left	Up	Lower-left
389.png	Lower-right	A	['Lower-right', 'Up', 'Down', 'Lower-left', 'Left']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	389.png	19	Medium Difficulty	Lower-right	Up	Down	Lower-left	Left
414.png	Lower-left	B	['Left', 'Lower-left', 'Right', 'Upper-right', 'Lower-right']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	414.png	20	Medium Difficulty	Left	Lower-left	Right	Upper-right	Lower-right
432.png	Lower-left	A	['Lower-left', 'Left', 'Lower-right', 'Down', 'Right']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	432.png	21	Medium Difficulty	Lower-left	Left	Lower-right	Down	Right
441.png	Upper-left	B	['Upper-right', 'Upper-left', 'Up', 'Lower-left', 'Right']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	441.png	22	Medium Difficulty	Upper-right	Upper-left	Up	Lower-left	Right
457.png	Down	E	['Lower-left', 'Up', 'Upper-right', 'Left', 'Down']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	457.png	23	Medium Difficulty	Lower-left	Up	Upper-right	Left	Down
475.png	Up	C	['Lower-left', 'Right', 'Up', 'Upper-left', 'Down']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	475.png	24	Medium Difficulty	Lower-left	Right	Up	Upper-left	Down
489.png	Up	B	['Upper-left', 'Up', 'Lower-right', 'Lower-left', 'Right']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	489.png	25	Medium Difficulty	Upper-left	Up	Lower-right	Lower-left	Right
492.png	Lower-left	A	['Lower-left', 'Left', 'Upper-right', 'Down', 'Upper-left']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	492.png	26	Medium Difficulty	Lower-left	Left	Upper-right	Down	Upper-left
544.png	Lower-left	C	['Left', 'Upper-left', 'Lower-left', 'Up', 'Down']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	544.png	27	Medium Difficulty	Left	Upper-left	Lower-left	Up	Down
560.png	Upper-left	D	['Lower-left', 'Up', 'Upper-right', 'Upper-left', 'Right']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	560.png	28	Medium Difficulty	Lower-left	Up	Upper-right	Upper-left	Right
567.png	Up	B	['Lower-left', 'Up', 'Right', 'Lower-right', 'Upper-right']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	567.png	29	Medium Difficulty	Lower-left	Up	Right	Lower-right	Upper-right
570.png	Up	D	['Lower-right', 'Right', 'Lower-left', 'Up', 'Down']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	570.png	30	Medium Difficulty	Lower-right	Right	Lower-left	Up	Down
571.png	Up	A	['Up', 'Right', 'Upper-right', 'Lower-left', 'Upper-left']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	571.png	31	Medium Difficulty	Up	Right	Upper-right	Lower-left	Upper-left
583.png	Upper-left	D	['Right', 'Down', 'Lower-left', 'Upper-left', 'Up']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	583.png	32	Medium Difficulty	Right	Down	Lower-left	Upper-left	Up
612.png	Upper-left	C	['Up', 'Left', 'Upper-left', 'Lower-right', 'Down']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	612.png	33	Medium Difficulty	Up	Left	Upper-left	Lower-right	Down
629.png	Up	A	['Up', 'Right', 'Upper-left', 'Left', 'Upper-right']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	629.png	34	Medium Difficulty	Up	Right	Upper-left	Left	Upper-right
638.png	Upper-right	E	['Left', 'Lower-left', 'Down', 'Up', 'Upper-right']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	638.png	35	Medium Difficulty	Left	Lower-left	Down	Up	Upper-right
642.png	Left	A	['Left', 'Down', 'Lower-left', 'Lower-right', 'Up']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	642.png	36	Medium Difficulty	Left	Down	Lower-left	Lower-right	Up
649.png	Lower-left	B	['Left', 'Lower-left', 'Down', 'Up', 'Upper-right']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	649.png	37	Medium Difficulty	Left	Lower-left	Down	Up	Upper-right
664.png	Down	C	['Upper-left', 'Up', 'Down', 'Upper-right', 'Left']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	664.png	38	Medium Difficulty	Upper-left	Up	Down	Upper-right	Left
687.png	Upper-right	E	['Left', 'Lower-left', 'Upper-left', 'Up', 'Upper-right']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	687.png	39	Medium Difficulty	Left	Lower-left	Upper-left	Up	Upper-right
692.png	Lower-left	A	['Lower-left', 'Up', 'Lower-right', 'Upper-right', 'Upper-left']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	692.png	40	Medium Difficulty	Lower-left	Up	Lower-right	Upper-right	Upper-left
734.png	Upper-right	C	['Lower-right', 'Down', 'Upper-right', 'Lower-left', 'Upper-left']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	734.png	41	Medium Difficulty	Lower-right	Down	Upper-right	Lower-left	Upper-left
748.png	Lower-left	A	['Lower-left', 'Right', 'Lower-right', 'Up', 'Left']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	748.png	42	Medium Difficulty	Lower-left	Right	Lower-right	Up	Left
762.png	Right	B	['Lower-right', 'Right', 'Up', 'Left', 'Down']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	762.png	43	Medium Difficulty	Lower-right	Right	Up	Left	Down
795.png	Left	C	['Upper-left', 'Lower-right', 'Left', 'Up', 'Lower-left']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	795.png	44	Medium Difficulty	Upper-left	Lower-right	Left	Up	Lower-left
833.png	Lower-left	A	['Lower-left', 'Lower-right', 'Left', 'Down', 'Upper-right']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	833.png	45	Medium Difficulty	Lower-left	Lower-right	Left	Down	Upper-right
849.png	Upper-left	C	['Lower-right', 'Upper-right', 'Upper-left', 'Down', 'Right']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	849.png	46	Medium Difficulty	Lower-right	Upper-right	Upper-left	Down	Right
856.png	Down	C	['Up', 'Upper-right', 'Down', 'Right', 'Left']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	856.png	47	Medium Difficulty	Up	Upper-right	Down	Right	Left
859.png	Upper-left	C	['Lower-right', 'Up', 'Upper-left', 'Upper-right', 'Right']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	859.png	48	Medium Difficulty	Lower-right	Up	Upper-left	Upper-right	Right
882.png	Lower-right	C	['Left', 'Right', 'Lower-right', 'Upper-right', 'Down']	"['What is the movement direction of the ship in the image?', 'Which direction is the ship moving in this image?', ""What is the primary direction of the ship's movement shown in the image?"", ""Which direction best describes the ship's movement in the picture?"", 'What direction is the ship traveling in this image?']"	Ship Movement Direction Inference	882.png	49	Medium Difficulty	Left	Right	Lower-right	Upper-right	Down
